ns1:ID;concept;value;ns3:Time;value2
7708234640-VSHP2016-171;MEASURES_;n01301;2016;51248,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;51248,0000
7708234640-VSHP2016-171;Range_Sell_Code;All_8;2016;51248,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;51248,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;51248,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;1601,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;1601,0000
7708234640-VSHP2016-171;Range_Sell_Code;1_8;2016;1601,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;1601,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;1601,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;1442,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;1442,0000
7708234640-VSHP2016-171;Range_Sell_Code;2_8;2016;1442,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;1442,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;1442,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;5893,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;5893,0000
7708234640-VSHP2016-171;Range_Sell_Code;3_8;2016;5893,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;5893,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;5893,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;8926,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;8926,0000
7708234640-VSHP2016-171;Range_Sell_Code;4_8;2016;8926,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;8926,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;8926,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;9382,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;9382,0000
7708234640-VSHP2016-171;Range_Sell_Code;5_8;2016;9382,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;9382,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;9382,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;24004,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;24004,0000
7708234640-VSHP2016-171;Range_Sell_Code;6_8;2016;24004,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;24004,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000643;2016;24004,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;6531,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;6531,0000
7708234640-VSHP2016-171;Range_Sell_Code;All_8;2016;6531,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;6531,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;6531,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;213,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;213,0000
7708234640-VSHP2016-171;Range_Sell_Code;1_8;2016;213,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;213,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;213,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;196,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;196,0000
7708234640-VSHP2016-171;Range_Sell_Code;2_8;2016;196,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;196,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;196,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;789,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;789,0000
7708234640-VSHP2016-171;Range_Sell_Code;3_8;2016;789,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;789,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;789,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;1274,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;1274,0000
7708234640-VSHP2016-171;Range_Sell_Code;4_8;2016;1274,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;1274,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;1274,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;1603,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;1603,0000
7708234640-VSHP2016-171;Range_Sell_Code;5_8;2016;1603,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;1603,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;1603,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;2456,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;2456,0000
7708234640-VSHP2016-171;Range_Sell_Code;6_8;2016;2456,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;2456,0000
7708234640-VSHP2016-171;Oktmo_Parent;00000000030;2016;2456,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;640,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;640,0000
7708234640-VSHP2016-171;Range_Sell_Code;All_8;2016;640,0000
7708234640-VSHP2016-171;Range_Sell_Have;1;2016;640,0000
7708234640-VSHP2016-171;Oktmo_Parent;14000000000;2016;640,0000
7708234640-VSHP2016-171;MEASURES_;n01301;2016;7,0000
7708234640-VSHP2016-171;Category_Parent;8;2016;7,0000
